"y.level","term","estimate"
"5","SEXMale:DESCRIPTIONWhole Grain/Milled Grain Prod/Starch",0.016921183316872
"6","SEXMale",0.11622925852527
"6","concomitant",4.16143849835912
"6","SEXMale:DESCRIPTIONBaby Food Products",3.36602968134452
"6","SEXMale:DESCRIPTIONBeverage Bases/Conc/Nectar",1.34967980900453
"6","SEXMale:DESCRIPTIONCandy W/O Choc/Special/Chew Gum",0.00427691850570819
"6","SEXMale:DESCRIPTIONColor Additiv Food/Drug/Cosmetic",1.30053308643902
"6","SEXMale:DESCRIPTIONCosmetics",6.17536796864853
"6","SEXMale:DESCRIPTIONDressing/Condiment",0.174566886822083
"6","SEXMale:DESCRIPTIONFilled Milk/Imit Milk Prod",0.313757997041716
"6","SEXMale:DESCRIPTIONFruit/Fruit Prod",0.0608265414411785
"6","SEXMale:DESCRIPTIONGelatin/Rennet/Pudding Mix/Pie Filling",0.615143820824189
"6","SEXMale:DESCRIPTIONMacaroni/Noodle Prod",1.27727179920744
"6","SEXMale:DESCRIPTIONMilk/Butter/Dried Milk Prod",0.33287731553308
"6","SEXMale:DESCRIPTIONMult Food Dinner/Grav/Sauce/Special",0.551947549478738
"6","SEXMale:DESCRIPTIONNuts/Edible Seed",0.0659851229509632
"6","SEXMale:DESCRIPTIONSpices, Flavors And Salts",0.399202610479378
"6","SEXMale:DESCRIPTIONVit/Min/Prot/Unconv Diet(Human/Animal)",0.270783414481246
